kospi,GMV,Tangency
0.10027165353269549,0.10040338632791203,0.12485555120549235
0.1040186616396318,0.11355347086582966,0.15224481248055333
0.12748798560983465,0.0719973994429388,0.0740544944492958
0.03676555241960297,0.04649890987501705,0.23807661843696945
